Date,Price,Open,High,Low,Vol.,Change %
2/4/2023,0.9996,0.9998,1.0002,0.9989,655.62K,-0.02%
2/3/2023,0.9998,0.9996,1,0.999,529.77K,0.01%
2/2/2023,0.9996,0.9997,0.9999,0.9978,1.29M,-0.01%
2/1/2023,0.9997,0.9997,1,0.9991,1.97M,0.00%
1/31/2023,0.9997,0.9998,1,0.9984,1.48M,0.00%
1/30/2023,0.9998,0.9995,0.9999,0.998,1.83M,0.03%
1/29/2023,0.9995,0.9999,0.9999,0.9991,414.95K,-0.04%
1/28/2023,0.9999,0.9997,0.9999,0.9991,568.72K,0.02%
1/27/2023,0.9997,0.9997,0.9999,0.9986,1.11M,0.00%
1/26/2023,0.9997,0.9999,0.9999,0.9985,827.90K,-0.02%
1/25/2023,0.9999,0.9998,0.9999,0.9997,902.26K,0.01%
1/24/2023,0.9998,0.9999,1,0.9993,1.40M,-0.01%
1/23/2023,0.9999,0.9998,0.9999,0.9997,796.02K,0.01%
1/22/2023,0.9998,0.9997,1,0.9996,514.09K,0.01%
1/21/2023,0.9997,0.9997,1,0.9996,1.05M,0.00%
1/20/2023,0.9997,0.9998,1,0.9985,2.47M,-0.01%
1/19/2023,0.9998,0.9998,0.9999,0.9994,891.09K,0.00%
1/18/2023,0.9998,0.9998,1,0.9982,2.91M,0.00%
1/17/2023,0.9998,0.9998,0.9999,0.999,2.85M,0.00%
1/16/2023,0.9998,0.9999,0.9999,0.9981,1.49M,-0.01%
1/15/2023,0.9999,0.9998,1,0.9995,659.98K,0.02%
1/14/2023,0.9997,0.9998,1,0.9996,1.12M,-0.01%
1/13/2023,0.9998,0.9997,1,0.9996,892.75K,0.01%
1/12/2023,0.9997,0.9998,1,0.9995,997.91K,-0.01%
1/11/2023,0.9998,0.9997,0.9999,0.9989,5.28M,0.01%
1/10/2023,0.9997,0.9997,0.9999,0.9996,607.59K,0.01%
1/9/2023,0.9997,0.9996,0.9999,0.9985,1.26M,0.01%
1/8/2023,0.9996,1,1.0002,0.999,427.18K,-0.04%
1/7/2023,1,0.9998,1.0003,0.9995,522.99K,0.02%
1/6/2023,0.9998,0.9998,1.0002,0.9997,497.16K,0.00%
1/5/2023,0.9998,0.9996,1,0.9993,635.30K,0.03%
1/4/2023,0.9996,0.9998,1,0.9992,1.19M,-0.02%
1/3/2023,0.9998,0.9998,1.0002,0.9982,1.47M,0.00%
1/2/2023,0.9998,0.9999,1,0.9992,518.04K,-0.01%
1/1/2023,0.9999,1,1.0002,0.9998,421.45K,0.00%
12/31/2022,1,1.0002,1.0002,0.9996,1.02M,-0.02%
12/30/2022,1.0002,0.9999,1.0015,0.9996,792.21K,0.03%
12/29/2022,0.9999,0.9998,1.0027,0.9996,840.15K,0.01%
12/28/2022,0.9998,0.9999,1.0005,0.9991,942.29K,-0.01%
12/27/2022,0.9999,1.0001,1.0009,0.998,2.37M,-0.02%
12/26/2022,1.0001,1.0002,1.0008,0.9993,1.08M,-0.01%
12/25/2022,1.0002,0.9999,1.0004,0.9999,368.47K,0.03%
12/24/2022,0.9999,0.9998,1.0006,0.9995,556.52K,0.01%
12/23/2022,0.9998,1,1.0007,0.9993,1.05M,-0.01%
12/22/2022,0.9999,0.9998,1.0001,0.9986,1.14M,0.02%
